MS SubClass,Neighborhood,House Style,Overall Qual,Exterior 1st,Exterior 2nd,Mas Vnr Area,BsmtFin Type 1,Kitchen Qual,Fireplaces,Garage Cars,Garage Area,Misc Val,SalePrice,liveable_sf,bath_total,effective_age
50,BrkSide,1.5Fin,7,Wd Sdng,Wd Sdng,0.0,Rec,TA,1.0,2.0,400.0,0,150000,2387.0,2.0,63.038000000000004
70,OldTown,2Story,5,Wd Sdng,Wd Sdng,0.0,LwQ,TA,0.0,2.0,576.0,0,123500,2044.1,2.0,70.366
50,OldTown,1.5Fin,7,BrkFace,Wd Shng,0.0,Unf,TA,2.0,2.0,468.0,0,129900,1774.0,2.0,66.702
70,BrkSide,2Story,6,Wd Sdng,Wd Sdng,0.0,Unf,TA,0.0,2.0,502.0,0,128000,1362.0,2.0,45.182
30,BrkSide,1Story,4,MetalSd,MetalSd,0.0,Unf,Fa,0.0,1.0,240.0,0,68500,520.0,1.0,68.534
50,BrkSide,1.5Fin,5,Wd Sdng,Wd Sdng,0.0,BLQ,TA,0.0,1.0,240.0,0,127000,1548.9,2.0,31.274
50,BrkSide,1.5Fin,6,Wd Sdng,Wd Sdng,0.0,Unf,Gd,1.0,2.0,370.0,0,207000,1848.0,1.5,43.266
50,BrkSide,1.5Fin,7,Wd Sdng,Wd Sdng,0.0,Rec,TA,0.0,1.0,240.0,0,184000,2050.3,3.0,69.45
50,BrkSide,1.5Fin,6,VinylSd,VinylSd,0.0,Unf,Gd,0.0,2.0,672.0,0,162500,1716.0,2.0,44.762
50,BrkSide,1.5Fin,5,MetalSd,MetalSd,0.0,Rec,TA,0.0,1.0,240.0,0,145000,1784.3,2.0,45.236000000000004
30,BrkSide,1Story,6,Stucco,Wd Shng,0.0,Rec,Fa,0.0,1.0,275.0,0,130000,1409.1999999999998,2.0,45.556
60,OldTown,2.5Unf,6,Wd Sdng,Wd Sdng,0.0,Rec,TA,0.0,1.0,360.0,1000,160000,2121.2,2.0,58.434
70,OldTown,2Story,8,Stucco,Wd Shng,0.0,Unf,Gd,1.0,1.0,228.0,0,161000,1666.0,1.0,44.518
50,OldTown,1.5Fin,6,MetalSd,MetalSd,0.0,Unf,TA,0.0,1.0,228.0,0,127500,1609.0,1.0,76.32000000000001
30,IDOTRR,1Story,6,Stucco,Wd Shng,0.0,Unf,TA,0.0,2.0,440.0,0,93850,768.0,1.0,67.16000000000001
70,IDOTRR,2Story,6,MetalSd,MetalSd,0.0,Rec,TA,0.0,1.0,308.0,0,136000,1796.4,1.5,56.0
50,IDOTRR,1.5Fin,6,Wd Sdng,Wd Sdng,0.0,Unf,TA,1.0,2.0,400.0,0,141000,1272.0,2.0,59.160000000000004
50,IDOTRR,1.5Fin,5,HdBoard,HdBoard,0.0,Unf,TA,0.0,2.0,400.0,0,120000,1308.0,2.0,58.854
30,IDOTRR,1Story,6,VinylSd,VinylSd,0.0,Unf,TA,0.0,2.0,320.0,0,127500,1040.0,1.0,46.68600000000001
50,IDOTRR,1.5Fin,6,Stucco,Stucco,0.0,Rec,TA,1.0,1.0,384.0,0,127000,1320.7,3.0,69.45
50,IDOTRR,1.5Fin,6,MetalSd,MetalSd,0.0,Unf,Fa,0.0,0.0,0.0,0,89500,1406.0,1.0,71.74000000000001
20,OldTown,1Story,5,MetalSd,MetalSd,0.0,LwQ,TA,0.0,2.0,720.0,0,125000,1402.5,2.0,31.32
50,OldTown,1.5Fin,6,MetalSd,MetalSd,0.0,Unf,TA,0.0,0.0,0.0,0,79900,1198.0,1.0,45.724000000000004
30,IDOTRR,1Story,5,Wd Sdng,Wd Sdng,0.0,Unf,TA,0.0,2.0,576.0,0,85000,759.0,1.0,53.182
190,IDOTRR,2Story,3,AsphShn,AsphShn,0.0,Unf,TA,0.0,0.0,0.0,0,82375,1344.0,2.0,74.03
50,IDOTRR,1.5Fin,6,MetalSd,MetalSd,0.0,Unf,TA,0.0,1.0,216.0,0,135000,1469.0,1.0,53.762
20,Sawyer,1Story,5,VinylSd,VinylSd,0.0,Unf,TA,0.0,1.0,240.0,0,124000,1054.0,1.0,36.068000000000005
20,Sawyer,1Story,5,HdBoard,HdBoard,0.0,BLQ,TA,1.0,1.0,322.0,0,134000,1730.4,1.0,40.0
50,Sawyer,1.5Fin,5,Wd Sdng,Wd Sdng,0.0,Unf,TA,1.0,1.0,312.0,0,135000,1271.0,2.0,58.916000000000004
50,ClearCr,1.5Fin,4,WdShing,Plywood,0.0,None,TA,1.0,2.0,680.0,0,134432,1588.0,2.0,49.0
190,Edwards,1.5Fin,5,Wd Sdng,Wd Sdng,0.0,ALQ,TA,0.0,0.0,0.0,0,127500,1727.4,3.0,36.022000000000006
85,Sawyer,SFoyer,5,HdBoard,Wd Sdng,0.0,ALQ,Gd,0.0,2.0,440.0,0,148000,1623.8,2.0,45.0
20,Sawyer,1Story,5,HdBoard,HdBoard,0.0,Rec,TA,0.0,1.0,384.0,0,129500,1674.1999999999998,2.0,43.0
80,Sawyer,SLvl,6,HdBoard,Plywood,39.0,ALQ,TA,1.0,2.0,484.0,0,157500,1465.6,2.0,30.0
20,Sawyer,1Story,5,HdBoard,HdBoard,41.0,Unf,TA,0.0,1.0,408.0,0,109900,904.0,1.0,42.0
20,Sawyer,1Story,5,HdBoard,HdBoard,0.0,ALQ,Gd,0.0,1.0,294.0,600,145000,1522.6,2.0,20.404000000000003
20,Sawyer,1Story,5,VinylSd,VinylSd,0.0,BLQ,Gd,0.0,2.0,450.0,0,130000,1385.4,2.0,21.488000000000003
85,Sawyer,SFoyer,6,HdBoard,HdBoard,40.0,ALQ,TA,1.0,2.0,504.0,0,153000,1349.0,1.5,30.0
20,Sawyer,1Story,5,MetalSd,MetalSd,340.0,BLQ,TA,0.0,1.0,270.0,0,120000,1227.7,1.0,41.0
85,Sawyer,SFoyer,5,VinylSd,VinylSd,0.0,LwQ,TA,0.0,2.0,506.0,0,152000,1868.0,2.0,24.0
90,Sawyer,SFoyer,4,Plywood,Plywood,0.0,GLQ,TA,0.0,2.0,400.0,0,108959,2096.6,3.0,39.0
190,Sawyer,1Story,5,BrkFace,Stucco,0.0,BLQ,TA,0.0,2.0,400.0,0,95541,2050.0,2.0,71.74000000000001
20,Sawyer,1Story,5,Wd Sdng,Plywood,0.0,GLQ,TA,0.0,0.0,0.0,0,80000,1207.6,1.0,49.0
20,Sawyer,1Story,5,HdBoard,HdBoard,0.0,Unf,Gd,0.0,1.0,271.0,0,149350,1228.0,1.5,20.32
20,Sawyer,1Story,5,VinylSd,VinylSd,0.0,GLQ,Gd,0.0,1.0,300.0,0,144900,1403.8,2.0,23.32
20,Sawyer,1Story,6,HdBoard,HdBoard,0.0,GLQ,TA,1.0,2.0,621.0,0,185000,1731.1999999999998,2.0,52.0
20,Sawyer,1Story,5,Wd Sdng,Plywood,0.0,BLQ,TA,1.0,1.0,354.0,0,165000,2127.8,2.0,54.0
20,ClearCr,1Story,6,BrkFace,Plywood,0.0,BLQ,TA,1.0,2.0,564.0,0,235000,2308.3,2.0,39.870000000000005
80,Sawyer,SLvl,5,MetalSd,MetalSd,0.0,Unf,TA,0.0,1.0,300.0,0,140000,1601.0,1.5,34.282000000000004
30,Sawyer,1Story,5,Wd Sdng,Wd Sdng,0.0,Unf,TA,0.0,1.0,240.0,0,108000,672.0,1.0,37.106
190,ClearCr,1Story,5,Plywood,Plywood,275.0,Rec,TA,2.0,2.0,626.0,0,145000,2412.6,3.0,48.0
50,Sawyer,1.5Fin,5,Wd Sdng,Wd Sdng,0.0,ALQ,Gd,0.0,3.0,627.0,0,152400,1585.2,2.5,49.656000000000006
80,Sawyer,SLvl,5,HdBoard,HdBoard,0.0,ALQ,Gd,0.0,3.0,912.0,0,144000,1396.8,1.0,38.0
120,ClearCr,1Story,6,Wd Sdng,Wd Sdng,0.0,GLQ,Gd,1.0,2.0,431.0,0,173000,1993.1,2.0,11.458000000000002
60,ClearCr,2Story,7,Plywood,Plywood,299.0,BLQ,TA,1.0,2.0,505.0,0,192000,2296.4,2.5,31.0
20,ClearCr,1Story,7,Plywood,Plywood,0.0,GLQ,TA,2.0,2.0,478.0,0,245000,1943.3,3.0,29.0
20,ClearCr,1Story,7,Plywood,Plywood,0.0,LwQ,TA,2.0,2.0,439.0,0,241500,2265.3,2.0,26.358
20,ClearCr,1Story,4,Plywood,Plywood,0.0,BLQ,Gd,2.0,2.0,529.0,0,256000,2444.2,2.0,32.32
80,Edwards,SLvl,6,Plywood,Plywood,84.0,ALQ,Ex,1.0,1.0,312.0,0,177000,1860.3,2.0,23.526
50,Edwards,1.5Fin,7,BrkFace,Plywood,0.0,Unf,TA,1.0,1.0,249.0,0,125600,1079.0,1.0,58.916000000000004
20,Edwards,1Story,6,Wd Sdng,Wd Sdng,216.0,Rec,TA,2.0,2.0,495.0,0,155000,1444.0,1.0,55.0
50,ClearCr,1.5Fin,6,Wd Sdng,Wd Sdng,0.0,Unf,TA,1.0,2.0,360.0,0,240000,2358.0,3.0,51.76200000000001
30,Edwards,1Story,5,PreCast,PreCast,0.0,ALQ,Fa,2.0,0.0,0.0,0,260000,2242.5,2.0,31.686000000000003
50,Edwards,1.5Fin,6,Wd Sdng,Wd Sdng,0.0,Unf,TA,1.0,2.0,396.0,0,185000,1674.0,2.0,72.656
70,Edwards,2Story,6,Stucco,Stucco,0.0,Rec,Gd,2.0,2.0,540.0,0,235000,2546.2,2.0,45.358000000000004
20,Edwards,1Story,5,Wd Sdng,Wd Sdng,0.0,Rec,Gd,1.0,1.0,322.0,0,159900,2118.0,2.0,52.0
90,Edwards,SFoyer,5,HdBoard,HdBoard,0.0,GLQ,TA,0.0,0.0,0.0,0,99600,1468.8,2.0,33.0
60,Edwards,2Story,6,VinylSd,VinylSd,216.0,Rec,TA,0.0,1.0,280.0,0,134500,1495.8,1.5,24.862000000000002
50,Edwards,1.5Fin,5,MetalSd,MetalSd,0.0,Rec,TA,0.0,1.0,384.0,0,119000,1809.4,2.0,80.9
190,Edwards,2Story,5,MetalSd,MetalSd,0.0,GLQ,TA,0.0,0.0,0.0,0,107500,2025.3,2.0,54.098
190,Edwards,1Story,5,MetalSd,MetalSd,0.0,ALQ,TA,0.0,1.0,240.0,0,125000,1892.0,2.0,58.0
50,Edwards,1.5Fin,6,Wd Sdng,Wd Sdng,0.0,Unf,TA,0.0,0.0,0.0,0,79000,1096.0,1.0,69.908
50,Edwards,1.5Fin,5,VinylSd,VinylSd,0.0,LwQ,TA,0.0,1.0,200.0,0,95000,1542.2,1.5,62.122
60,SawyerW,2Story,7,HdBoard,HdBoard,99.0,GLQ,Gd,1.0,2.0,514.0,0,262280,3088.5,3.5,18.0
60,SawyerW,2Story,6,HdBoard,HdBoard,190.0,LwQ,Gd,1.0,2.0,614.0,0,260000,3359.3,3.0,9.206000000000001
20,SawyerW,1Story,7,HdBoard,HdBoard,251.0,GLQ,Gd,1.0,2.0,534.0,0,226500,2515.7,3.5,14.0
60,SawyerW,2Story,7,VinylSd,VinylSd,0.0,GLQ,Gd,1.0,2.0,453.0,0,225000,2448.5,2.5,14.458000000000002
80,SawyerW,SLvl,7,VinylSd,VinylSd,0.0,Unf,Gd,1.0,2.0,472.0,0,229000,2037.0,2.5,12.0
60,CollgCr,2Story,7,VinylSd,VinylSd,0.0,Unf,Gd,1.0,2.0,484.0,0,177439,1356.0,2.5,1.0
20,CollgCr,1Story,8,VinylSd,VinylSd,156.0,Unf,Gd,1.0,3.0,864.0,0,248500,1615.0,2.0,1.0
20,CollgCr,1Story,9,VinylSd,VinylSd,554.0,GLQ,Ex,2.0,3.0,1348.0,0,475000,3735.5,3.0,0.0
20,CollgCr,1Story,9,VinylSd,VinylSd,402.0,GLQ,Ex,2.0,3.0,874.0,0,395039,2573.1,3.5,0.0
60,SawyerW,2Story,7,VinylSd,VinylSd,0.0,BLQ,Gd,1.0,3.0,678.0,0,228000,2503.7,3.0,15.0
80,SawyerW,SLvl,8,VinylSd,VinylSd,302.0,GLQ,Gd,1.0,3.0,811.0,0,225000,2050.0,3.0,13.0
20,ClearCr,1Story,6,Plywood,Plywood,0.0,LwQ,TA,1.0,2.0,438.0,0,195000,2332.5,3.0,42.0
60,ClearCr,2Story,6,VinylSd,VinylSd,0.0,GLQ,Gd,0.0,2.0,603.0,400,200000,2011.4,3.5,11.0
20,CollgCr,1Story,5,VinylSd,VinylSd,0.0,GLQ,TA,0.0,2.0,528.0,0,155000,1495.4,2.0,14.0
20,CollgCr,1Story,5,VinylSd,VinylSd,0.0,Unf,Gd,0.0,1.0,352.0,0,144000,1099.0,1.5,7.038
20,CollgCr,1Story,5,VinylSd,VinylSd,0.0,GLQ,TA,0.0,2.0,672.0,0,145000,1470.2,1.5,13.458
20,CollgCr,1Story,7,VinylSd,VinylSd,150.0,GLQ,Gd,1.0,2.0,558.0,0,226001,2333.6,3.0,10.458
60,CollgCr,2Story,6,VinylSd,VinylSd,128.0,GLQ,Gd,0.0,2.0,600.0,0,215700,2252.6,3.5,11.0
60,CollgCr,2Story,7,VinylSd,VinylSd,120.0,GLQ,Gd,0.0,2.0,532.0,0,207500,2020.9,2.5,8.0
60,CollgCr,2Story,7,VinylSd,VinylSd,158.0,GLQ,Gd,0.0,2.0,588.0,0,193000,2233.1,3.5,9.0
60,CollgCr,2Story,7,VinylSd,VinylSd,0.0,Unf,Gd,0.0,2.0,527.0,0,188000,1724.0,2.5,9.458
20,CollgCr,1Story,7,VinylSd,VinylSd,125.0,Unf,Gd,0.0,2.0,577.0,0,191000,1479.0,2.0,8.458
20,CollgCr,1Story,7,VinylSd,VinylSd,99.0,GLQ,Gd,1.0,2.0,530.0,0,221000,2139.4,3.0,6.0
60,CollgCr,2Story,7,VinylSd,VinylSd,172.0,GLQ,Gd,1.0,2.0,564.0,0,231500,2044.7,2.5,7.0
60,CollgCr,2Story,7,VinylSd,VinylSd,0.0,GLQ,Gd,0.0,2.0,626.0,4500,235000,2287.1,3.5,7.458
60,CollgCr,2Story,7,VinylSd,VinylSd,162.0,GLQ,Gd,1.0,2.0,608.0,0,223500,2126.2,3.5,6.458
20,CollgCr,1Story,5,VinylSd,VinylSd,0.0,LwQ,TA,0.0,1.0,308.0,0,130250,1477.6999999999998,2.0,30.290000000000003
80,CollgCr,SLvl,5,HdBoard,HdBoard,220.0,GLQ,TA,0.0,1.0,328.0,0,149900,1401.5,2.0,31.0
20,CollgCr,1Story,5,HdBoard,HdBoard,180.0,ALQ,TA,0.0,2.0,528.0,0,158000,1720.6999999999998,2.0,30.0
80,CollgCr,SLvl,6,Plywood,HdBoard,0.0,GLQ,TA,0.0,2.0,576.0,0,147000,1684.0,2.0,30.0
20,CollgCr,1Story,5,HdBoard,HdBoard,176.0,ALQ,TA,1.0,2.0,576.0,0,143195,1281.8,1.5,33.0
20,CollgCr,1Story,5,Plywood,Wd Sdng,0.0,Rec,TA,0.0,2.0,440.0,0,163000,2036.8,3.0,18.908
20,CollgCr,1Story,5,HdBoard,HdBoard,0.0,Unf,TA,0.0,1.0,280.0,0,110000,924.0,1.0,33.0
20,CollgCr,1Story,5,HdBoard,HdBoard,0.0,ALQ,TA,0.0,1.0,352.0,0,127000,1137.0,1.0,36.0
20,CollgCr,1Story,5,HdBoard,HdBoard,0.0,ALQ,TA,0.0,1.0,352.0,0,124900,1222.4,1.0,36.0
20,CollgCr,1Story,8,VinylSd,VinylSd,281.0,Unf,Gd,1.0,2.0,534.0,0,230000,1795.0,2.0,6.0
60,CollgCr,2Story,8,VinylSd,VinylSd,0.0,GLQ,Gd,1.0,2.0,577.0,0,237000,2593.8,3.5,6.0
60,CollgCr,2Story,7,VinylSd,VinylSd,0.0,GLQ,Gd,1.0,3.0,839.0,0,235000,2379.5,3.5,8.0
60,CollgCr,2Story,7,VinylSd,VinylSd,227.0,Unf,Gd,1.0,2.0,570.0,0,230500,2161.0,2.5,7.0
60,CollgCr,2Story,8,VinylSd,VinylSd,320.0,GLQ,Gd,2.0,3.0,660.0,0,230000,2319.6,2.5,8.458
60,CollgCr,2Story,7,VinylSd,VinylSd,202.0,ALQ,Gd,1.0,2.0,541.0,0,222500,2207.4,2.5,9.458
60,CollgCr,2Story,8,VinylSd,VinylSd,396.0,Unf,Gd,1.0,2.0,905.0,0,287000,2263.0,2.5,6.458
60,CollgCr,2Story,9,VinylSd,VinylSd,134.0,GLQ,Gd,1.0,3.0,725.0,0,274000,2782.8,3.5,6.458
20,CollgCr,1Story,8,VinylSd,VinylSd,240.0,GLQ,Gd,1.0,3.0,715.0,0,300000,2862.6,3.0,5.458
60,CollgCr,2Story,8,CemntBd,CmentBd,0.0,Unf,Gd,1.0,2.0,779.0,0,255900,2290.0,2.5,6.0
60,CollgCr,2Story,7,VinylSd,VinylSd,252.0,GLQ,Gd,0.0,2.0,543.0,0,224900,2153.0,3.5,5.0
60,CollgCr,2Story,7,VinylSd,VinylSd,0.0,Unf,Gd,1.0,2.0,596.0,0,240000,2327.0,2.5,5.0
60,CollgCr,2Story,7,VinylSd,VinylSd,0.0,Unf,Gd,0.0,2.0,595.0,0,183000,1640.0,2.5,5.0
60,CollgCr,2Story,8,VinylSd,VinylSd,192.0,Unf,Gd,1.0,2.0,560.0,0,207000,1764.0,2.5,8.458
60,CollgCr,2Story,7,VinylSd,VinylSd,0.0,GLQ,Gd,1.0,2.0,493.0,0,210000,2357.4,3.5,13.458
120,CollgCr,1Story,6,VinylSd,VinylSd,170.0,GLQ,Gd,0.0,2.0,420.0,0,136500,1328.2,2.0,5.0
120,CollgCr,1Story,6,VinylSd,VinylSd,205.0,GLQ,Gd,0.0,2.0,420.0,0,145000,1311.4,2.0,4.0
20,CollgCr,1Story,6,VinylSd,VinylSd,215.0,GLQ,Gd,1.0,2.0,508.0,0,208900,2188.8,3.0,10.458
90,CollgCr,SFoyer,6,VinylSd,VinylSd,0.0,GLQ,TA,0.0,3.0,721.0,0,185000,3066.5,3.5,10.458
20,CollgCr,1Story,7,VinylSd,VinylSd,113.0,GLQ,Gd,0.0,2.0,532.0,0,214000,2103.0,3.0,5.458
60,CollgCr,2Story,7,VinylSd,VinylSd,196.0,GLQ,Gd,0.0,2.0,548.0,0,208500,2204.2,3.5,5.0
20,CollgCr,1Story,7,VinylSd,VinylSd,50.0,GLQ,Gd,0.0,2.0,470.0,0,186500,1461.8,2.0,4.0
20,CollgCr,1Story,7,VinylSd,VinylSd,266.0,GLQ,Gd,0.0,2.0,484.0,0,210000,2098.2,3.0,4.0
60,CollgCr,2Story,7,VinylSd,VinylSd,0.0,GLQ,Gd,0.0,2.0,520.0,0,185900,1925.0,2.5,4.0
20,CollgCr,1Story,8,VinylSd,VinylSd,0.0,Unf,Gd,0.0,2.0,484.0,0,179900,1234.0,2.0,1.0
20,CollgCr,1Story,7,VinylSd,VinylSd,212.0,GLQ,Gd,0.0,3.0,814.0,0,218836,1603.2,2.0,1.0
20,CollgCr,1Story,7,VinylSd,VinylSd,0.0,GLQ,Gd,0.0,2.0,610.0,0,193000,1377.8,2.0,1.0
60,CollgCr,2Story,7,WdShing,Wd Shng,0.0,GLQ,Gd,1.0,2.0,410.0,0,189000,1909.6,3.5,3.0
120,CollgCr,1Story,6,VinylSd,VinylSd,147.0,GLQ,Gd,1.0,2.0,420.0,0,149300,1335.9,2.0,4.0
120,CollgCr,1Story,6,VinylSd,VinylSd,147.0,GLQ,Gd,1.0,2.0,420.0,0,141000,1335.9,2.0,4.0
120,CollgCr,1Story,6,VinylSd,VinylSd,205.0,GLQ,Gd,1.0,2.0,420.0,0,149000,1311.4,2.0,4.0
120,CollgCr,1Story,6,VinylSd,VinylSd,169.0,GLQ,Gd,1.0,2.0,420.0,0,144500,1311.4,2.0,4.0
30,Edwards,1Story,5,MetalSd,Wd Sdng,0.0,Unf,TA,0.0,0.0,0.0,0,85000,796.0,1.0,76.32000000000001
90,Edwards,1.5Fin,5,MetalSd,MetalSd,0.0,ALQ,TA,0.0,0.0,0.0,0,145900,2958.8,3.5,52.174
20,Edwards,1Story,5,HdBoard,HdBoard,0.0,Rec,TA,0.0,1.0,264.0,0,123000,1518.3,1.0,42.0
20,Edwards,1Story,5,HdBoard,HdBoard,0.0,BLQ,TA,0.0,1.0,276.0,0,147500,2040.0,2.5,43.0
85,Edwards,SFoyer,5,HdBoard,Plywood,222.0,ALQ,TA,0.0,2.0,504.0,0,165000,1352.2,1.5,32.0
20,Edwards,1Story,6,HdBoard,Plywood,84.0,BLQ,TA,1.0,2.0,480.0,0,135000,1850.1,2.0,32.0
30,Edwards,1Story,5,WdShing,Wd Shng,0.0,BLQ,TA,1.0,0.0,0.0,0,108000,1199.0,2.0,52.282000000000004
85,Edwards,SFoyer,4,Plywood,Plywood,0.0,BLQ,TA,0.0,2.0,588.0,0,137500,1951.0,3.0,36.0
60,Edwards,2Story,7,VinylSd,VinylSd,92.0,Unf,Gd,1.0,2.0,397.0,0,165400,1656.0,2.5,4.458
80,Edwards,SLvl,6,Plywood,Plywood,0.0,ALQ,TA,1.0,2.0,542.0,0,147000,1458.6,2.0,31.0
60,Edwards,2Story,6,Plywood,Plywood,0.0,ALQ,TA,1.0,2.0,440.0,0,160500,1599.6,1.5,18.450000000000003
20,Edwards,1Story,4,VinylSd,VinylSd,0.0,GLQ,Gd,0.0,2.0,451.0,0,176000,1848.8,2.5,3.0
20,Edwards,1Story,5,Plywood,Plywood,0.0,None,Ex,2.0,2.0,624.0,0,284700,3820.0,3.5,28.946
180,Edwards,SLvl,6,VinylSd,VinylSd,80.0,GLQ,TA,0.0,2.0,525.0,0,148000,1393.3,2.0,3.0
90,Edwards,1Story,4,AsbShng,Plywood,0.0,None,Fa,0.0,0.0,0.0,0,82000,1152.0,2.0,53.0
90,Edwards,1Story,4,AsbShng,Plywood,0.0,None,TA,0.0,0.0,0.0,0,82000,1152.0,2.0,53.0
90,Edwards,1Story,4,VinylSd,VinylSd,270.0,ALQ,Fa,0.0,0.0,0.0,0,118000,1533.1,2.0,53.0
90,Edwards,1Story,4,WdShing,Wd Shng,58.0,None,TA,0.0,0.0,0.0,0,82500,1152.0,2.0,53.0
190,Edwards,1Story,4,Wd Sdng,Wd Sdng,0.0,ALQ,TA,0.0,0.0,0.0,0,91900,1332.8,2.0,53.0
50,Edwards,1.5Fin,5,Wd Sdng,Wd Sdng,0.0,Unf,Ex,0.0,0.0,0.0,0,120000,1053.0,1.5,32.602000000000004
50,Edwards,1.5Fin,5,MetalSd,MetalSd,0.0,None,TA,0.0,0.0,0.0,0,96000,1137.0,1.5,36.068000000000005
20,Edwards,1Story,4,MetalSd,MetalSd,115.0,Rec,TA,0.0,1.0,286.0,3000,99000,1466.9,1.0,55.0
50,Edwards,1.5Fin,5,MetalSd,MetalSd,0.0,BLQ,TA,0.0,1.0,240.0,0,130500,1446.4,1.0,35.442
50,Edwards,1.5Fin,4,MetalSd,MetalSd,0.0,Unf,TA,0.0,1.0,548.0,0,135000,1470.0,2.0,44.244
50,Edwards,1.5Fin,5,MetalSd,MetalSd,0.0,Unf,TA,0.0,1.0,300.0,0,135500,1393.0,1.5,53.0
80,Edwards,SLvl,4,Wd Sdng,Wd Sdng,0.0,Unf,TA,0.0,1.0,312.0,0,100000,1204.0,1.0,54.0
30,Edwards,1.5Fin,4,Wd Sdng,Wd Sdng,0.0,ALQ,Gd,0.0,1.0,205.0,0,108000,1448.8,1.5,38.93
30,Edwards,1Story,5,Stucco,Stucco,0.0,Rec,TA,0.0,0.0,0.0,0,98000,1191.6,2.0,69.45
30,Edwards,1Story,3,Stucco,Stucco,0.0,BLQ,TA,0.0,0.0,0.0,0,67000,892.7,2.0,74.488
190,SWISU,2Story,5,VinylSd,VinylSd,0.0,Rec,Fa,0.0,0.0,0.0,0,135900,1863.0,3.0,48.304
70,SWISU,2Story,6,Wd Sdng,Wd Sdng,0.0,BLQ,Fa,0.0,1.0,400.0,0,140000,1591.2,2.0,69.45
75,SWISU,2.5Fin,5,Wd Sdng,Wd Sdng,0.0,LwQ,Gd,1.0,1.0,240.0,0,179500,2036.6,2.5,37.564
50,SWISU,1.5Fin,6,MetalSd,MetalSd,0.0,Rec,TA,1.0,2.0,576.0,0,136500,1990.1,2.0,69.45
30,SWISU,1Story,7,WdShing,Wd Shng,174.0,Unf,TA,1.0,1.0,312.0,0,168000,1424.0,2.0,71.28200000000001
70,SWISU,2Story,5,MetalSd,MetalSd,0.0,Unf,TA,0.0,0.0,0.0,0,130000,1964.0,1.5,75.86200000000001
70,SWISU,2Story,5,MetalSd,Wd Sdng,0.0,Unf,TA,0.0,2.0,621.0,0,189000,2601.0,3.5,45.266000000000005
90,SWISU,2.5Unf,6,Stucco,Stucco,0.0,ALQ,TA,2.0,2.0,480.0,0,161900,2592.0,3.5,67.16000000000001
70,Crawfor,2Story,6,Wd Sdng,Wd Sdng,0.0,BLQ,TA,1.0,1.0,369.0,0,145000,1581.3,2.0,68.992
70,Crawfor,2.5Fin,6,MetalSd,MetalSd,0.0,Unf,TA,1.0,2.0,672.0,0,191000,2171.0,2.0,46.976
70,Crawfor,2Story,6,Wd Sdng,Plywood,0.0,Unf,TA,0.0,1.0,308.0,0,177000,1680.0,2.0,59.938
50,Crawfor,1.5Fin,6,Wd Sdng,Wd Shng,0.0,Unf,TA,0.0,2.0,400.0,400,147500,1264.0,1.0,50.098
30,SWISU,1Story,6,Wd Sdng,Wd Sdng,0.0,Rec,TA,0.0,1.0,160.0,0,91000,1058.8,1.0,67.16000000000001
70,Crawfor,2Story,8,Stucco,Stucco,0.0,ALQ,Gd,1.0,1.0,180.0,0,231000,1796.2,3.0,43.976000000000006
50,SWISU,1.5Fin,6,MetalSd,MetalSd,0.0,Unf,TA,0.0,1.0,240.0,0,115000,1166.0,1.0,64.412
70,Crawfor,2Story,6,Wd Sdng,Plywood,0.0,Unf,TA,1.0,2.0,599.0,0,138000,1603.0,1.0,70.366
70,Crawfor,2Story,7,Stucco,Wd Shng,0.0,Unf,TA,1.0,1.0,270.0,0,149000,1502.0,1.5,39.602
70,Crawfor,2Story,6,Stucco,Stucco,0.0,LwQ,TA,1.0,1.0,240.0,0,188700,1888.2,1.5,40.938
50,Crawfor,1.5Fin,5,WdShing,Wd Shng,0.0,BLQ,Gd,1.0,1.0,240.0,0,198000,2362.2,2.0,39.564
50,Crawfor,1.5Fin,5,Wd Sdng,Wd Sdng,0.0,Unf,TA,0.0,1.0,225.0,0,110000,1374.0,1.0,63.49600000000001
20,Crawfor,1Story,6,WdShing,Plywood,88.0,Rec,TA,1.0,1.0,344.0,0,104000,1441.0,1.5,57.0
70,Crawfor,2Story,8,BrkFace,Stucco,40.0,LwQ,TA,2.0,2.0,786.0,0,257076,2020.0,1.5,64.87
50,Crawfor,1.5Fin,8,Stucco,Stucco,632.0,Rec,Gd,2.0,3.0,1014.0,0,381000,3581.4,3.5,39.39600000000001
50,Crawfor,1.5Fin,7,VinylSd,VinylSd,312.0,BLQ,Gd,2.0,2.0,431.0,0,311500,2192.7,2.0,32.686
50,Crawfor,1.5Fin,7,VinylSd,VinylSd,0.0,GLQ,Gd,2.0,2.0,506.0,0,263400,2465.5,3.5,30.9
20,Crawfor,1Story,5,BrkFace,MetalSd,0.0,Rec,TA,2.0,2.0,484.0,0,236500,2679.2,2.5,52.0
20,Crawfor,1Story,6,HdBoard,HdBoard,72.0,BLQ,Gd,1.0,2.0,924.0,0,224000,2149.6,2.0,25.816
160,Blueste,2Story,6,MetalSd,MetalSd,0.0,GLQ,TA,1.0,2.0,462.0,0,116500,1288.2,1.0,28.0
160,Blueste,2Story,6,MetalSd,MetalSd,0.0,LwQ,TA,1.0,2.0,452.0,0,151000,2041.1,3.5,28.0
30,IDOTRR,1Story,6,VinylSd,VinylSd,0.0,Rec,TA,0.0,1.0,195.0,0,126000,1156.3,2.0,42.976000000000006
